{'layer': 0, 'num': 0, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z0'}
{'layer': 0, 'num': 72, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z72'}
{'layer': 0, 'num': 73, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z73'}
{'layer': 0, 'num': 74, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z74'}
{'layer': 0, 'num': 75, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z75'}
{'layer': 0, 'num': 76, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z76'}
{'layer': 0, 'num': 77, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z77'}
{'layer': 0, 'num': 78, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z78'}
{'layer': 0, 'num': 79, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z79'}
{'layer': 0, 'num': 80, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z80'}
{'layer': 0, 'num': 81, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z81'}
{'layer': 0, 'num': 82, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z82'}
{'layer': 0, 'num': 83, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z83'}
{'layer': 0, 'num': 84, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z84'}
{'layer': 0, 'num': 85, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z85'}
{'layer': 0, 'num': 86, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z86'}
{'layer': 0, 'num': 87, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z87'}
{'layer': 0, 'num': 88, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z88'}
{'layer': 0, 'num': 89, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z89'}
{'layer': 0, 'num': 90, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z90'}
{'layer': 0, 'num': 91, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z91'}
{'layer': 0, 'num': 92, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z92'}
{'layer': 0, 'num': 93, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z93'}
{'layer': 0, 'num': 94, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z94'}
{'layer': 0, 'num': 95, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z95'}
{'layer': 0, 'num': 96, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z96'}
{'layer': 0, 'num': 97, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z97'}
{'layer': 0, 'num': 98, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z98'}
{'layer': 0, 'num': 99, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z99'}
{'layer': 0, 'num': 100, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z100'}
{'layer': 0, 'num': 101, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z101'}
{'layer': 0, 'num': 102, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z102'}
{'layer': 0, 'num': 103, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z103'}
{'layer': 0, 'num': 104, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z104'}
{'layer': 0, 'num': 105, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z105'}
{'layer': 0, 'num': 106, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z106'}
{'layer': 0, 'num': 107, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z107'}
{'layer': 0, 'num': 108, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z108'}
{'layer': 0, 'num': 109, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z109'}
{'layer': 0, 'num': 110, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z110'}
{'layer': 0, 'num': 111, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z111'}
{'layer': 0, 'num': 112, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z112'}
{'layer': 0, 'num': 113, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z113'}
{'layer': 0, 'num': 114, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z114'}
{'layer': 0, 'num': 115, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z115'}
{'layer': 0, 'num': 116, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z116'}
{'layer': 0, 'num': 117, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z117'}
{'layer': 0, 'num': 118, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z118'}
{'layer': 0, 'num': 119, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z119'}
{'layer': 0, 'num': 120, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z120'}
{'layer': 0, 'num': 121, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z121'}
{'layer': 0, 'num': 122, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z122'}
{'layer': 0, 'num': 123, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z123'}
{'layer': 0, 'num': 124, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z124'}
{'layer': 0, 'num': 125, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z125'}
{'layer': 0, 'num': 126, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z126'}
{'layer': 0, 'num': 127, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z127'}
{'layer': 0, 'num': 128, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z128'}
{'layer': 0, 'num': 129, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z129'}
{'layer': 0, 'num': 130, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z130'}
{'layer': 0, 'num': 131, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z131'}
{'layer': 0, 'num': 132, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z132'}
{'layer': 0, 'num': 133, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z133'}
{'layer': 0, 'num': 134, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z134'}
{'layer': 0, 'num': 135, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z135'}
{'layer': 0, 'num': 136, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z136'}
{'layer': 0, 'num': 137, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z137'}
{'layer': 0, 'num': 138, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z138'}
{'layer': 0, 'num': 139, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z139'}
{'layer': 0, 'num': 140, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z140'}
{'layer': 0, 'num': 141, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z141'}
{'layer': 0, 'num': 142, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z142'}
{'layer': 0, 'num': 143, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z143'}
{'layer': 0, 'num': 144, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z144'}
{'layer': 0, 'num': 145, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z145'}
{'layer': 0, 'num': 146, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z146'}
{'layer': 0, 'num': 147, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z147'}
{'layer': 0, 'num': 148, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z148'}
{'layer': 0, 'num': 149, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z149'}
{'layer': 0, 'num': 150, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z150'}
{'layer': 0, 'num': 151, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z151'}
{'layer': 0, 'num': 152, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z152'}
{'layer': 0, 'num': 153, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z153'}
{'layer': 0, 'num': 154, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z154'}
{'layer': 0, 'num': 155, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z155'}
{'layer': 0, 'num': 156, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z156'}
{'layer': 0, 'num': 157, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z157'}
{'layer': 0, 'num': 158, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z158'}
{'layer': 0, 'num': 159, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z159'}
{'layer': 0, 'num': 160, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z160'}
{'layer': 0, 'num': 161, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z161'}
{'layer': 0, 'num': 162, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z162'}
{'layer': 0, 'num': 163, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z163'}
{'layer': 0, 'num': 164, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z164'}
{'layer': 0, 'num': 165, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z165'}
{'layer': 0, 'num': 166, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z166'}
{'layer': 0, 'num': 167, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z167'}
{'layer': 0, 'num': 168, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z168'}
{'layer': 0, 'num': 169, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z169'}
{'layer': 0, 'num': 170, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z170'}
{'layer': 0, 'num': 171, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z171'}
{'layer': 0, 'num': 172, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z172'}
{'layer': 0, 'num': 173, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z173'}
{'layer': 0, 'num': 174, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z174'}
{'layer': 0, 'num': 175, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z175'}
{'layer': 0, 'num': 176, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z176'}
{'layer': 0, 'num': 177, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z177'}
{'layer': 0, 'num': 178, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z178'}
{'layer': 0, 'num': 179, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z179'}
{'layer': 0, 'num': 180, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z180'}
{'layer': 0, 'num': 181, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z181'}
{'layer': 0, 'num': 182, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z182'}
{'layer': 0, 'num': 183, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z183'}
{'layer': 0, 'num': 184, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z184'}
{'layer': 0, 'num': 185, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z185'}
{'layer': 0, 'num': 186, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z186'}
{'layer': 0, 'num': 187, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z187'}
{'layer': 0, 'num': 188, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z188'}
{'layer': 0, 'num': 189, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z189'}
{'layer': 0, 'num': 190, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z190'}
{'layer': 0, 'num': 191, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z191'}
{'layer': 0, 'num': 192, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z192'}
{'layer': 0, 'num': 193, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z193'}
{'layer': 0, 'num': 194, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z194'}
{'layer': 0, 'num': 195, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z195'}
{'layer': 0, 'num': 196, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z196'}
{'layer': 0, 'num': 197, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z197'}
{'layer': 0, 'num': 198, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z198'}
{'layer': 0, 'num': 199, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z199'}
{'layer': 0, 'num': 200, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z200'}
{'layer': 0, 'num': 201, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z201'}
{'layer': 0, 'num': 202, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z202'}
{'layer': 0, 'num': 203, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z203'}
{'layer': 0, 'num': 204, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z204'}
{'layer': 0, 'num': 205, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z205'}
{'layer': 0, 'num': 206, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z206'}
{'layer': 0, 'num': 207, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z207'}
{'layer': 0, 'num': 208, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z208'}
{'layer': 0, 'num': 209, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z209'}
{'layer': 0, 'num': 210, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z210'}
{'layer': 0, 'num': 211, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z211'}
{'layer': 0, 'num': 212, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z212'}
{'layer': 0, 'num': 213, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z213'}
{'layer': 0, 'num': 214, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z214'}
{'layer': 0, 'num': 215, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z215'}
{'layer': 0, 'num': 216, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z216'}
{'layer': 0, 'num': 217, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z217'}
{'layer': 0, 'num': 218, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z218'}
{'layer': 0, 'num': 219, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z219'}
{'layer': 0, 'num': 220, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z220'}
{'layer': 0, 'num': 221, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z221'}
{'layer': 0, 'num': 222, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z222'}
{'layer': 0, 'num': 223, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z223'}
{'layer': 0, 'num': 224, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z224'}
{'layer': 0, 'num': 225, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z225'}
{'layer': 0, 'num': 226, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z226'}
{'layer': 0, 'num': 227, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z227'}
{'layer': 0, 'num': 228, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z228'}
{'layer': 0, 'num': 229, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z229'}
{'layer': 0, 'num': 230, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z230'}
{'layer': 0, 'num': 231, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z231'}
{'layer': 0, 'num': 232, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z232'}
{'layer': 0, 'num': 233, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z233'}
{'layer': 0, 'num': 234, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z234'}
{'layer': 0, 'num': 235, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z235'}
{'layer': 0, 'num': 236, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z236'}
{'layer': 0, 'num': 237, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z237'}
{'layer': 0, 'num': 238, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z238'}
{'layer': 0, 'num': 239, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z239'}
{'layer': 0, 'num': 240, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z240'}
{'layer': 0, 'num': 241, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z241'}
{'layer': 0, 'num': 242, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z242'}
{'layer': 0, 'num': 243, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z243'}
{'layer': 0, 'num': 244, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z244'}
{'layer': 0, 'num': 245, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z245'}
{'layer': 0, 'num': 246, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z246'}
{'layer': 0, 'num': 247, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z247'}
{'layer': 0, 'num': 248, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z248'}
{'layer': 0, 'num': 249, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z249'}
{'layer': 0, 'num': 250, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z250'}
{'layer': 0, 'num': 251, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z251'}
{'layer': 0, 'num': 252, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z252'}
{'layer': 0, 'num': 253, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z253'}
{'layer': 0, 'num': 254, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z254'}
{'layer': 0, 'num': 255, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z255'}
{'layer': 0, 'num': 256, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z256'}
{'layer': 0, 'num': 257, 'type': 'INPUT', 'fanin': 1, 'inputs': None, 'output': 'z257'}
